,Player,Team,Pos,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
42,Kezza Giffa,HP,PG,11,24.1,12.4,2.6,5.8,0.453,1.0,2.5,0.407,6.1,7.0,0.87,0.2,2.2,2.4,3.4,0.5,0.0,2.5,2.4
43,Taryn Todd,ARKST,PG,11,27.1,12.4,4.7,13.1,0.361,1.2,4.1,0.289,1.7,2.6,0.655,0.0,3.4,3.4,2.2,1.2,0.5,2.5,2.8
44,Nick Honor,MZZOU,PG,10,29.0,12.3,4.2,10.0,0.42,2.8,6.1,0.459,1.1,1.4,0.786,0.5,0.9,1.4,2.0,0.9,0.2,1.6,1.4
45,"Dedan Thomas, Jr.",UNLV,PG,8,34.9,12.3,4.8,10.6,0.447,1.3,3.1,0.4,1.5,1.9,0.8,0.3,3.5,3.8,6.5,0.9,0.1,1.8,1.5
46,Cooper Noard,COR,PG,9,25.2,12.2,4.0,8.0,0.5,2.8,6.0,0.463,1.4,2.1,0.684,0.1,4.7,4.8,0.4,0.7,0.2,1.2,1.1
47,Matthew Lee,MZZST,PG,9,35.2,12.2,3.0,9.4,0.318,1.6,5.1,0.304,4.7,5.9,0.792,0.6,3.6,4.1,5.0,0.6,0.1,4.9,1.7
48,Samage Teel,PRSBY,PG,11,26.0,12.2,4.0,9.1,0.44,1.5,3.1,0.471,2.7,3.2,0.857,0.4,2.0,2.4,3.4,0.7,0.1,2.1,1.8
49,Michael Green III,JMU,PG,9,26.3,12.1,4.4,9.6,0.465,2.4,5.3,0.458,0.8,1.0,0.778,0.2,1.2,1.4,4.7,1.1,0.1,1.6,2.0
50,Prophet Johnson,SUU,PG,9,33.9,12.1,4.0,8.6,0.468,0.4,1.7,0.267,3.7,4.7,0.786,1.6,3.3,4.9,1.9,1.0,0.1,2.2,2.1
51,Kamdyn Curfman,MARSH,PG,10,33.1,12.1,3.8,11.3,0.336,2.8,8.4,0.333,1.7,2.0,0.85,0.5,1.9,2.4,3.2,0.6,0.0,2.1,1.1
52,Deon Perry,L-MD,PG,10,32.2,12.0,4.3,12.7,0.339,1.9,6.6,0.288,1.5,1.7,0.882,0.2,1.9,2.1,4.0,1.7,0.0,3.4,2.3
53,Mason Falslev,USU,PG,11,25.5,11.9,5.1,8.0,0.636,0.8,2.2,0.375,0.9,1.8,0.5,0.9,3.5,4.4,3.2,1.8,0.3,1.2,2.2
54,Xzayvier Brown,STJOE,PG,10,26.6,11.9,4.4,8.3,0.53,1.9,3.8,0.5,1.2,1.8,0.667,0.4,3.5,3.9,3.0,1.6,0.0,1.1,1.6
55,Themus Fulks,LA,PG,9,27.6,11.9,4.3,9.8,0.443,0.7,1.6,0.429,2.6,3.6,0.719,0.3,1.9,2.2,4.9,1.1,0.0,2.1,2.8
56,Tony Felder,STONE,PG,12,28.9,11.8,3.8,10.9,0.344,2.2,6.4,0.338,2.2,2.8,0.765,0.3,1.9,2.3,3.3,1.1,0.0,1.8,1.8
57,Ryan Nembhard,ZAGS,PG,10,33.6,11.8,4.5,11.2,0.402,0.6,3.1,0.194,2.2,2.6,0.846,0.5,3.2,3.7,5.7,1.0,0.1,2.8,1.6
58,Al-Amir Dawes,SETON,PG,10,30.1,11.8,3.9,11.1,0.351,2.3,7.3,0.315,1.7,1.8,0.944,0.5,1.6,2.1,2.2,0.8,0.0,1.8,1.8
59,Robert Ford III,MTSTU,PG,8,33.3,11.8,3.9,9.4,0.413,1.6,4.8,0.342,2.4,3.3,0.731,0.9,6.8,7.6,2.6,3.3,0.1,2.4,2.8
60,Luka Sakota,NEU,PG,10,29.7,11.7,3.4,8.9,0.382,1.5,4.3,0.349,3.4,4.1,0.829,0.8,1.8,2.6,2.2,0.4,0.2,1.3,1.6
61,Aden Holloway,AUB,PG,9,23.0,11.7,3.6,10.2,0.348,2.3,6.2,0.375,2.2,2.8,0.8,0.2,0.8,1.0,3.3,0.3,0.1,1.1,1.4
62,Jordan Dingle,STJ,PG,9,26.0,11.7,4.4,10.3,0.43,1.7,4.9,0.341,1.1,1.8,0.625,0.1,1.3,1.4,1.3,1.1,0.2,1.9,1.2
63,Eli Stephens,AMERU,PG,11,29.1,11.6,4.3,8.9,0.48,0.9,3.0,0.303,2.2,2.8,0.774,0.6,1.5,2.2,5.4,0.7,0.0,2.1,2.1
64,Adante' Holiman,UTSA,PG,8,26.9,11.6,3.8,10.3,0.366,2.0,6.3,0.32,2.1,2.9,0.739,0.1,2.3,2.4,2.5,0.9,0.3,1.4,2.8
65,Reece Beekman,UVA,PG,9,28.9,11.6,4.3,9.7,0.448,0.8,2.8,0.28,2.1,2.7,0.792,0.2,2.9,3.1,5.8,2.8,0.9,1.2,1.0
66,Paul Bruns,SODAK,PG,10,24.8,11.5,3.5,9.3,0.376,2.0,5.7,0.351,2.5,3.2,0.781,1.2,3.2,4.4,1.2,0.4,0.2,0.8,1.0
67,Ametri Moss,UNF,PG,11,24.0,11.5,4.1,8.2,0.5,0.5,1.1,0.417,2.8,3.3,0.861,0.5,2.7,3.3,2.7,0.8,0.0,1.7,1.5
68,Posh Alexander,BTLR,PG,10,30.7,11.4,4.2,9.4,0.447,0.6,2.5,0.24,2.4,3.1,0.774,1.5,2.9,4.4,5.4,1.9,0.0,2.4,1.7
69,Bryce Monroe,IUPUI,PG,11,28.6,11.4,4.0,10.5,0.379,0.8,2.8,0.29,2.5,2.9,0.875,0.4,1.0,1.4,1.9,1.1,0.0,1.9,1.4
70,Dalton Banks,ILLST,PG,10,31.3,11.3,3.6,8.5,0.424,1.4,3.8,0.368,2.7,4.1,0.659,0.4,3.4,3.8,3.4,1.1,0.2,3.0,1.6
71,Elijah Morgan,CTDL,PG,10,28.3,11.3,3.4,7.7,0.442,2.3,5.7,0.404,2.2,2.4,0.917,0.4,3.2,3.6,1.0,0.7,0.0,1.1,1.9
72,Justin Moore,DREX,PG,10,28.1,11.3,4.2,11.1,0.378,0.7,3.3,0.212,2.2,3.2,0.688,0.3,3.2,3.5,3.1,1.4,0.1,3.1,2.3
73,Lynn Greer III,STJOE,PG,10,29.9,11.2,4.2,8.9,0.472,0.7,1.7,0.412,2.1,2.8,0.75,0.9,3.5,4.4,4.0,1.5,0.0,2.1,2.1
74,Jay Medor,FORD,PG,10,25.3,11.2,2.9,9.3,0.312,1.5,4.5,0.333,3.9,5.3,0.736,0.7,1.2,1.9,3.2,1.5,0.5,2.0,2.2
75,Marcus Niblack,JAC,PG,10,25.2,11.2,4.5,8.6,0.523,0.4,1.0,0.4,1.8,2.7,0.667,0.5,2.2,2.7,3.1,1.6,0.2,3.5,3.4
76,Josh Pierre-Louis,UCSB,PG,7,29.4,11.1,4.6,8.1,0.561,0.9,1.9,0.462,1.1,1.9,0.615,0.4,4.6,5.0,4.0,1.1,0.1,4.1,1.7
77,Jaquan Carlos,HOF,PG,10,34.0,11.1,3.6,8.2,0.439,1.2,3.3,0.364,2.7,2.8,0.964,0.1,4.2,4.3,7.0,1.6,0.1,3.2,1.9
78,Marcus Dockery,HWRD,PG,10,31.0,11.1,3.8,10.0,0.38,2.4,6.7,0.358,1.1,1.2,0.917,0.8,1.9,2.7,1.8,0.8,0.0,2.0,0.8
79,Charlie Easley,SDKSU,PG,9,36.3,11.0,4.1,9.6,0.43,2.0,4.9,0.409,0.8,1.0,0.778,1.7,4.2,5.9,3.1,2.8,0.0,0.9,3.1
80,Jaylen Jones,TNST,PG,11,28.8,11.0,3.9,9.6,0.406,1.0,3.0,0.333,2.2,3.3,0.667,1.1,3.8,4.9,3.0,1.5,0.1,2.5,1.6
81,Aamer Muhammad,TROY,PG,10,26.8,11.0,3.3,8.9,0.371,1.6,4.4,0.364,2.8,3.5,0.8,1.1,2.1,3.2,2.9,0.6,0.2,2.0,1.9
82,Tyrese Hunter,TEXAS,PG,9,29.8,11.0,3.9,8.8,0.443,0.8,3.1,0.25,2.4,3.3,0.733,0.1,2.0,2.1,4.2,1.1,0.2,2.7,1.4
83,T.J. Wainwright,RMU,PG,9,24.2,11.0,3.8,8.9,0.425,0.9,3.0,0.296,2.6,2.9,0.885,0.4,1.3,1.8,1.2,0.2,0.1,1.6,2.2
84,Josiah Davis,TNTCH,PG,11,29.4,10.9,4.3,9.0,0.475,0.3,1.3,0.214,2.1,3.8,0.548,0.4,4.3,4.6,2.2,0.7,0.0,2.1,1.9
85,DeVante Jamison,FDU,PG,10,27.4,10.9,3.9,9.0,0.433,1.2,3.3,0.364,1.9,2.9,0.655,0.2,3.0,3.2,5.1,1.8,0.2,2.3,2.3
86,Aaron Clarke,SB,PG,6,30.5,10.8,4.0,10.7,0.375,1.8,5.7,0.324,1.0,1.5,0.667,0.7,2.8,3.5,2.3,1.3,0.2,1.3,0.7
87,Bradley Douglas,UALR,PG,11,27.6,10.8,3.8,10.4,0.368,1.5,4.4,0.333,1.7,2.7,0.633,1.0,2.3,3.3,3.5,0.9,0.2,1.9,1.5
88,Yazid Powell,UTEP,PG,10,23.8,10.8,3.7,8.9,0.416,0.7,2.7,0.259,2.7,3.9,0.692,1.1,4.2,5.3,3.4,1.9,0.3,3.2,2.7
89,Harlond Beverly,WICHI,PG,9,30.2,10.8,3.9,9.0,0.432,0.7,2.6,0.261,2.3,3.2,0.724,1.0,4.7,5.7,3.8,1.8,0.2,3.1,2.3
90,Caleb Fields,FAIR,PG,8,30.8,10.8,3.5,9.6,0.364,2.1,6.6,0.321,1.6,2.3,0.722,0.4,2.9,3.3,1.8,0.5,0.3,1.1,1.0
91,Zek Tekin,SIENA,PG,8,26.8,10.8,4.0,10.4,0.386,1.0,3.9,0.258,1.8,3.0,0.583,0.9,1.8,2.6,3.1,1.4,0.1,3.1,1.4
92,Jalun Trent,DEL,PG,10,29.0,10.7,3.9,7.5,0.52,0.0,0.7,0.0,2.9,4.6,0.63,1.4,3.3,4.7,3.2,1.3,0.8,2.7,2.4
93,D'Angelo Minnis,IDAHO,PG,10,29.5,10.7,3.7,8.4,0.44,1.7,4.7,0.362,1.6,1.8,0.889,0.7,1.9,2.6,3.4,1.2,0.0,1.8,1.5
94,"Marcus Banks, Jr.",UMBC,PG,13,22.6,10.7,3.2,9.6,0.336,2.1,5.6,0.37,2.2,2.6,0.824,0.8,2.2,2.9,1.2,0.4,0.2,1.4,1.8
95,Rollie Worster,U of U,PG,9,32.0,10.7,3.3,9.1,0.366,0.4,1.8,0.25,3.6,4.8,0.744,1.9,3.7,5.6,6.2,1.9,0.2,1.7,2.1
96,Latrell Reid,STPC,PG,9,28.4,10.7,3.8,9.6,0.395,0.4,0.8,0.571,2.7,3.6,0.75,0.8,3.1,3.9,3.4,1.4,0.0,2.7,2.4
97,Rafael Pinzon,BRYNT,PG,12,24.9,10.7,4.1,11.0,0.371,1.5,4.3,0.346,1.0,1.3,0.75,0.6,2.1,2.7,1.1,1.1,0.3,1.3,1.3
98,"Russell Jones, Jr.",WCU,PG,8,31.0,10.6,3.8,9.1,0.411,2.4,5.5,0.432,0.8,1.0,0.75,0.1,2.4,2.5,1.4,0.9,0.0,0.5,2.4
99,"PJay Smith, Jr.",FRMN,PG,10,28.3,10.6,3.7,8.1,0.457,2.2,5.7,0.386,1.0,1.1,0.909,1.0,2.6,3.6,3.2,0.8,0.1,1.5,1.5
0,Justin Wright,LOYMR,PG,10,23.7,10.6,3.3,7.0,0.471,0.7,1.7,0.412,3.3,3.9,0.846,0.5,3.3,3.8,1.2,0.4,0.1,1.4,1.5
1,Oakland Fort,NAU,PG,10,27.4,10.6,3.8,10.0,0.38,1.6,4.5,0.356,1.4,1.9,0.737,0.5,2.7,3.2,3.0,0.8,0.2,1.9,1.4
2,Christian Ashby,QUC,PG,12,29.9,10.6,3.6,8.3,0.43,3.2,7.3,0.432,0.3,0.3,1.0,0.3,0.4,0.8,1.3,0.3,0.0,0.3,1.5
3,Lance-Amir Paul,TAMU-CC,PG,9,21.0,10.6,2.7,6.7,0.4,0.7,2.3,0.286,4.6,5.6,0.82,1.0,2.8,3.8,2.1,1.2,0.1,2.0,1.8
4,Barrington Hargress,UCR,PG,10,26.3,10.5,4.0,9.2,0.435,1.2,3.1,0.387,1.3,2.1,0.619,0.3,2.3,2.6,4.2,1.1,0.0,1.3,1.4
5,Rob Martin,SEMO,PG,10,30.0,10.5,3.9,9.8,0.398,1.3,3.2,0.406,1.4,1.7,0.824,0.9,1.7,2.6,3.7,0.6,0.0,2.2,1.5
6,Kaden Gumbs,TXST,PG,8,32.6,10.5,4.3,10.9,0.391,0.4,1.8,0.214,1.6,2.4,0.684,1.0,3.8,4.8,4.3,0.9,0.1,2.5,2.8
7,P.J. Henry,TEXSO,PG,6,23.3,10.5,4.2,13.5,0.309,2.2,6.5,0.333,0.0,0.0,0.0,0.3,1.5,1.8,1.3,1.2,0.2,2.3,1.2
8,Dwon Odom,GAST,PG,9,26.2,10.4,4.1,8.2,0.5,0.2,0.6,0.4,2.0,2.4,0.818,1.3,3.3,4.7,4.4,0.8,0.4,1.3,3.2
9,Chris Pryor,LAMAR,PG,9,26.4,10.4,3.7,8.1,0.452,2.0,4.6,0.439,1.1,1.3,0.833,0.2,1.4,1.7,3.2,1.0,0.0,1.0,2.1
10,Jarred Hyder,POLY,PG,10,33.1,10.4,3.4,10.0,0.34,1.9,5.8,0.328,1.7,2.1,0.81,0.2,2.1,2.3,2.6,0.9,0.3,2.4,1.5
11,"Jizzle James, Jr.",CINCY,PG,9,17.9,10.3,3.7,7.8,0.471,0.8,2.2,0.35,2.2,2.7,0.833,0.7,1.7,2.3,2.6,0.4,0.4,1.2,1.0
12,Brandon Davis,SUBR,PG,10,26.9,10.3,3.6,8.8,0.409,1.6,4.8,0.333,1.5,1.7,0.882,0.9,2.8,3.7,1.9,1.0,0.3,1.4,1.7
13,Justice Hill,LOYMR,PG,10,26.5,10.3,3.7,9.2,0.402,1.6,4.2,0.381,1.3,1.7,0.765,0.7,1.1,1.8,4.1,0.7,0.1,1.8,1.1
14,Tyrese Proctor,DUKE,PG,8,28.0,10.3,3.6,8.3,0.439,1.4,4.3,0.324,1.6,1.9,0.867,0.4,2.6,3.0,4.8,0.9,0.1,1.0,1.9
15,Juan Munoz,HAW,PG,8,16.4,10.3,3.4,6.0,0.563,2.1,4.4,0.486,1.4,1.5,0.917,0.0,1.4,1.4,2.1,0.6,0.1,1.1,0.9
16,Ithiel Horton,TEXAS,PG,9,22.2,10.2,3.9,9.0,0.432,1.6,4.0,0.389,0.9,1.4,0.615,0.3,2.1,2.4,1.3,0.8,0.0,1.0,1.8
17,Quincy Clark,JKSNV,PG,10,26.4,10.2,4.3,8.8,0.489,0.6,1.3,0.462,1.0,1.5,0.667,0.3,2.4,2.7,3.3,1.4,0.2,2.5,1.3
18,Aric Demings,UTECH,PG,10,29.5,10.2,3.4,8.6,0.395,1.2,3.5,0.343,2.2,3.6,0.611,0.2,2.5,2.7,3.4,0.3,0.2,2.7,2.3
19,Tyreke Locure,ULM,PG,8,26.1,10.1,3.0,10.0,0.3,1.5,4.3,0.353,2.6,4.3,0.618,1.4,3.6,5.0,3.1,1.6,0.1,1.6,3.1
20,Josh Pascarelli,MRST,PG,8,20.6,10.1,3.9,8.3,0.47,2.0,5.4,0.372,0.4,0.8,0.5,0.3,3.0,3.3,1.1,0.1,0.1,0.9,0.9
21,Jordan Jones,CCSU,PG,9,22.0,10.1,4.1,8.7,0.474,0.8,2.1,0.368,1.1,2.0,0.556,1.1,1.9,3.0,2.7,1.8,0.0,1.6,1.1
22,Ryan Curry,USMA,PG,10,27.0,10.1,3.7,9.1,0.407,1.9,5.6,0.339,0.8,1.1,0.727,0.2,2.9,3.1,2.3,0.5,0.1,1.6,2.2
23,Donovan Sanders,MVSU,PG,10,29.1,10.1,4.2,12.0,0.35,0.6,2.4,0.25,1.1,1.9,0.579,0.5,2.4,2.9,2.2,1.9,0.1,3.3,1.5
24,Marcus Millender,USA,PG,11,28.7,10.1,3.8,9.0,0.424,0.9,2.0,0.455,1.5,2.5,0.63,0.3,2.8,3.1,4.1,1.3,0.2,2.0,2.1
25,Aaron Deloney,UVM,PG,11,25.8,10.1,3.6,8.8,0.412,1.7,5.3,0.328,1.1,1.6,0.667,0.6,2.1,2.7,2.8,0.3,0.0,1.2,1.5
26,Colin Porter,LBRTY,PG,11,32.2,10.0,3.7,8.6,0.432,1.5,5.0,0.309,1.0,1.5,0.688,0.2,2.1,2.3,3.6,0.8,0.0,0.9,2.1
27,Deywilk Tavarez,DESU,PG,13,28.7,10.0,3.5,9.5,0.366,1.3,3.4,0.386,1.8,2.5,0.697,0.4,2.7,3.1,3.7,2.4,0.0,3.6,1.9
28,Jordan Gainey,TENN,PG,10,22.5,10.0,3.5,10.0,0.35,1.8,5.6,0.321,1.2,1.4,0.857,0.4,1.6,2.0,1.7,1.3,0.2,1.0,1.8
29,Kameron Hobbs,MORST,PG,12,30.3,9.9,3.5,8.5,0.412,1.7,4.2,0.4,1.3,1.6,0.789,0.8,1.8,2.5,4.4,1.1,0.0,1.4,1.2
30,Richie Saunders,BYU,PG,10,20.0,9.9,3.7,6.7,0.552,0.9,2.7,0.333,1.6,2.2,0.727,1.3,3.1,4.4,1.7,1.2,0.3,0.7,1.6
31,Luis Kortright,URI,PG,10,31.5,9.9,3.6,7.9,0.456,0.6,2.2,0.273,2.1,3.3,0.636,0.5,3.3,3.8,2.9,0.8,0.1,1.5,1.7
32,Noah Fernandes,RUTG,PG,9,28.3,9.9,2.9,8.1,0.356,1.2,3.6,0.344,2.9,3.3,0.867,0.2,2.6,2.8,2.3,1.3,0.6,1.6,2.3
33,Duke Deen,BRDLY,PG,9,32.6,9.9,3.1,9.3,0.333,1.4,5.8,0.25,2.2,2.6,0.87,0.6,2.3,2.9,3.0,0.9,0.0,1.8,1.2
34,"Keon Thompson, Jr.",UMass,PG,7,24.3,9.9,3.7,7.7,0.481,0.4,1.1,0.375,2.0,3.0,0.667,1.4,2.0,3.4,3.4,1.1,0.4,1.3,2.3
35,Jestin Porter,MTSU,PG,11,29.9,9.8,3.8,11.4,0.336,1.3,5.5,0.23,0.9,1.5,0.625,0.8,2.3,3.1,1.5,1.2,0.2,1.4,1.6
36,Symir Torrence,BNGH,PG,10,31.4,9.8,3.3,6.9,0.478,0.8,2.0,0.4,2.4,3.7,0.649,1.2,4.7,5.9,6.7,0.8,0.5,3.0,1.5
37,Stephan D. Swenson,STET,PG,10,30.4,9.8,3.7,10.1,0.366,0.6,3.8,0.158,1.8,1.9,0.947,0.7,4.1,4.8,6.2,1.7,0.0,3.2,1.7
38,Chucky Hepburn,UWISC,PG,10,31.6,9.8,3.6,8.9,0.404,1.0,3.6,0.278,1.6,2.0,0.8,0.6,2.7,3.3,3.9,1.4,0.1,1.4,1.3
39,Bobby Pettiford Jr.,ECAR,PG,10,29.6,9.8,3.7,7.6,0.487,0.9,2.3,0.391,1.5,2.0,0.75,0.6,1.6,2.2,3.6,0.8,0.1,1.3,1.8
40,Corey McKeithan,RIDER,PG,9,31.6,9.8,3.7,9.2,0.398,1.0,3.1,0.321,1.4,2.1,0.684,0.7,3.3,4.0,3.4,1.6,0.2,2.0,2.2
41,K.J. Jenkins,UNCW,PG,9,20.3,9.8,3.4,8.8,0.392,2.3,5.9,0.396,0.6,1.0,0.556,0.3,2.2,2.6,0.9,0.2,0.0,0.6,2.0
42,Khristian Lander,WKU,PG,10,21.9,9.7,3.3,8.1,0.407,1.6,4.2,0.381,1.5,2.0,0.75,0.5,2.2,2.7,1.8,1.1,0.2,1.3,2.8
43,Sebastian Robinson,NJIT,PG,9,27.8,9.7,3.4,8.3,0.413,0.6,2.2,0.25,2.2,3.0,0.741,0.6,1.6,2.1,3.3,0.6,0.0,2.2,2.4
44,Josh Bascoe,BUCK,PG,10,30.0,9.6,3.3,7.0,0.471,1.1,2.6,0.423,1.9,2.3,0.826,0.2,2.2,2.4,5.4,0.7,0.0,3.5,1.8
45,Braelon Bush,NSU,PG,10,30.5,9.6,3.4,8.5,0.4,1.5,4.5,0.333,1.3,1.7,0.765,0.2,1.7,1.9,2.7,1.1,0.0,1.6,1.5
46,Jared McCain,DUKE,PG,10,25.4,9.5,3.3,7.9,0.418,1.9,4.3,0.442,1.0,1.2,0.833,0.6,3.6,4.2,1.6,1.0,0.0,0.9,2.2
47,Jared Bynum,STAN,PG,8,29.1,9.5,3.4,9.8,0.346,1.1,3.6,0.31,1.6,1.9,0.867,0.4,2.4,2.8,7.1,0.9,0.1,2.1,2.1
48,Caleb Fields,ARKST,PG,9,26.1,9.4,3.2,6.0,0.537,0.9,1.7,0.533,2.1,3.3,0.633,0.3,1.8,2.1,4.0,0.6,0.1,2.1,2.2
49,Dallas Hobbs,MSMU,PG,9,25.7,9.4,3.1,8.7,0.359,0.7,1.7,0.4,2.6,3.2,0.793,0.6,3.0,3.6,2.7,0.8,0.0,2.1,2.6
50,Dallin Hall,BYU,PG,10,24.7,9.4,3.5,7.2,0.486,1.4,3.4,0.412,1.0,1.8,0.556,0.7,2.2,2.9,3.9,0.8,0.0,1.9,1.6
51,Ismail Habib,PORTL,PG,10,23.6,9.4,3.0,7.1,0.423,1.9,4.8,0.396,1.5,2.0,0.75,0.3,1.9,2.2,2.3,0.8,0.1,1.3,2.0
52,Bryson Langdon,YSU,PG,10,29.0,9.4,3.6,9.0,0.4,0.8,3.0,0.267,1.4,1.9,0.737,0.6,1.3,1.9,3.6,0.9,0.0,2.0,1.5
53,Avery Anderson III,TCU,PG,8,21.0,9.4,3.5,7.0,0.5,0.5,1.8,0.286,1.9,2.4,0.789,0.3,1.8,2.0,3.6,1.9,0.1,1.8,2.3
54,Keeshawn Barthelemy,OREG,PG,9,25.3,9.3,3.6,7.6,0.471,0.9,2.4,0.364,1.3,2.2,0.6,0.0,2.6,2.6,2.3,0.9,0.1,1.3,1.8
55,Justin Hill,UGA,PG,9,22.6,9.3,3.1,7.8,0.4,1.2,3.3,0.367,1.9,2.9,0.654,0.0,1.7,1.7,2.7,0.4,0.0,1.1,1.2
56,Dallion Johnson,FGCU,PG,11,24.7,9.3,3.4,9.1,0.37,2.5,6.1,0.403,0.1,0.2,0.5,0.5,2.5,3.1,0.9,1.1,0.1,0.8,1.0
57,DeLonnie Hunt,RICH,PG,4,28.3,9.3,3.3,8.0,0.406,0.8,2.5,0.3,2.0,2.8,0.727,0.3,2.3,2.5,2.0,0.8,0.3,0.5,1.0
58,Braden Norris,L-IL,PG,10,32.2,9.2,2.7,6.3,0.429,1.9,4.8,0.396,1.9,2.0,0.95,0.2,2.9,3.1,5.3,1.2,0.0,2.1,1.2
59,Miguel Ayesa,USCU,PG,10,19.9,9.2,3.0,6.6,0.455,2.6,5.7,0.456,0.6,0.6,1.0,0.5,1.0,1.5,0.4,0.6,0.0,0.6,1.0
60,Ty-Laur Johnson,LVILL,PG,10,21.7,9.2,2.6,6.6,0.394,0.5,2.3,0.217,3.5,4.4,0.795,0.6,0.8,1.4,3.4,1.1,0.3,2.1,3.1
61,Tyrell Jones,USA,PG,11,26.6,9.2,2.3,5.8,0.391,0.5,2.5,0.214,4.1,5.4,0.763,0.3,3.5,3.8,1.2,0.9,0.0,1.4,1.5
62,Mitchel Taylor,SCSU,PG,11,23.7,9.2,3.5,9.7,0.364,0.1,1.1,0.083,2.0,2.7,0.733,0.8,2.0,2.8,2.8,1.3,0.0,1.7,2.0
63,Kobe Elvis,DAY,PG,9,28.6,9.1,3.0,8.7,0.346,1.4,4.1,0.351,1.7,1.8,0.938,0.6,1.9,2.4,4.0,0.8,0.0,1.2,1.9
64,Giovanni Santiago,KENT,PG,10,30.1,9.1,2.6,7.5,0.347,0.7,3.8,0.184,3.2,3.9,0.821,0.1,3.0,3.1,4.3,1.2,0.1,2.9,1.7
65,Dayvion McKnight,XAV,PG,10,31.2,9.0,3.5,8.5,0.412,0.4,1.7,0.235,1.6,2.0,0.8,0.3,4.8,5.1,5.0,1.5,0.1,1.5,2.5
66,Kobe Langley,UNCG,PG,9,28.9,9.0,3.4,7.8,0.443,1.2,3.7,0.333,0.9,1.4,0.615,0.2,2.6,2.8,5.3,2.2,0.3,1.8,1.9
67,Carter Whitt,FRMN,PG,10,23.9,9.0,3.5,8.2,0.427,1.0,3.6,0.278,1.0,1.5,0.667,0.4,3.1,3.5,3.9,1.4,0.1,1.8,1.4
68,Tyshawn Archie,TULSA,PG,8,15.0,9.0,3.4,5.9,0.574,0.9,2.5,0.35,1.4,1.9,0.733,0.0,1.3,1.3,1.4,1.8,0.1,1.1,1.4
69,JoVon McClanahan,HAW,PG,8,25.6,9.0,3.0,6.8,0.444,0.9,2.0,0.438,2.1,3.3,0.654,0.5,1.4,1.9,3.4,0.9,0.1,2.3,2.0
70,Moses Flowers,STBN,PG,8,20.9,9.0,2.9,6.6,0.434,1.9,4.1,0.455,1.4,1.9,0.733,0.8,1.0,1.8,1.5,0.8,0.0,1.0,1.6
71,DeAnthony Tipler,UTRGV,PG,7,21.7,9.0,3.1,8.7,0.361,1.4,5.1,0.278,1.3,2.0,0.643,0.3,0.6,0.9,1.3,2.1,0.3,2.0,0.9
72,Camian Shell,NC A&T,PG,9,34.3,8.9,2.4,8.3,0.293,0.8,2.3,0.333,3.2,4.0,0.806,0.2,2.7,2.9,6.6,1.2,0.1,2.2,2.3
73,Kareem Rozier,DUQ,PG,9,32.6,8.9,3.0,6.7,0.45,2.0,4.2,0.474,0.9,1.0,0.889,0.2,1.8,2.0,3.2,0.4,0.0,1.2,1.9
74,Makaih Williams,UTA,PG,9,24.8,8.9,2.3,6.1,0.382,1.0,2.6,0.391,3.2,4.4,0.725,0.7,2.1,2.8,3.9,0.8,0.4,2.4,2.8
75,Joey Reilly,HEART,PG,11,27.0,8.8,3.3,7.1,0.462,1.3,4.4,0.292,1.0,1.3,0.786,0.2,1.1,1.3,2.0,1.5,0.2,0.5,1.5
76,Drake Dobbs,STTOM,PG,10,30.5,8.8,3.1,7.3,0.425,1.0,3.6,0.278,1.6,1.8,0.889,0.3,1.6,1.9,2.7,0.8,0.1,0.6,1.3
77,Zytarious Mortle,TEXSO,PG,5,15.0,8.8,3.6,10.2,0.353,0.8,2.2,0.364,0.8,1.0,0.8,0.4,2.2,2.6,0.4,0.6,0.4,0.8,1.6
78,Jon Sanders,CCU,PG,9,21.8,8.8,3.0,6.6,0.458,1.2,3.2,0.379,1.6,2.4,0.636,0.2,1.6,1.8,2.6,0.7,0.1,1.9,1.7
79,Tra'Michael Moton,GRAMB,PG,9,27.6,8.8,2.8,8.3,0.333,0.6,2.2,0.25,2.7,2.9,0.923,0.4,1.8,2.2,3.1,1.3,0.0,1.9,1.9
80,Micah Thomas,NICH,PG,7,21.7,8.7,3.0,7.9,0.382,1.1,2.7,0.421,1.6,1.6,1.0,0.3,1.3,1.6,1.1,0.1,0.0,1.1,1.9
81,Jeffrey Mills,AF,PG,10,35.3,8.7,3.2,7.2,0.444,1.1,3.2,0.344,1.2,2.3,0.522,0.6,2.8,3.4,2.6,1.9,0.2,0.9,2.2
82,B.J. Greenlee,FAU,PG,10,28.0,8.7,3.2,7.0,0.457,1.4,3.4,0.412,0.9,1.5,0.6,0.1,2.1,2.2,3.7,1.1,0.0,1.4,2.0
83,Tariq Francis,NJIT,PG,9,19.1,8.7,2.4,7.4,0.328,1.1,3.6,0.313,2.7,3.1,0.857,0.9,1.8,2.7,2.0,1.1,0.0,2.0,2.1
84,Jaden McClanahan,UVU,PG,10,29.7,8.6,2.6,7.5,0.347,1.0,3.4,0.294,2.4,3.1,0.774,0.5,3.5,4.0,3.9,0.6,0.1,1.8,1.8
